Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,5,M. Ryan QB - ATL ,11.74,D. Murray RB - PHI ,7.00,J. Randle RB ,2.40,J. Maclin WR - KC ,0.00,J. Jones WR - ATL ,15.20,R. Gronkowski TE - NE ,16.80,M. Evans WR - TB ,22.40,J. Tucker K - BAL ,4.00,Cardinals DEF ,8.00,H. Abdullah DB - KC ,1.50,C. Palmer QB - ARI ,19.20,V. Jackson WR - TB ,1.30,M. Wallace WR - MIN ,3.60,T. Eifert TE - CIN ,0.00,K. Davis RB - KC ,0.20,K. Juszczyk RB - BAL ,7.50,-,-,89.04,Todd,94.08
Liam WHYTE,8,E. Manning QB - NYG ,6.40,J. Forsett RB - BAL ,10.40,T. Gurley RB - STL ,28.30,G. Tate WR - DET ,1.40,J. Matthews WR - PHI ,2.40,J. Thomas TE - JAC ,0.40,S. Diggs WR - MIN ,17.70,A. Vinatieri K - IND ,3.00,Redskins DEF ,3.00,D. Johnson LB - KC ,7.00,M. Forte RB - CHI ,0.00,C. Johnson RB - ARI ,18.20,M. Bennett TE - CHI ,0.00,A. Rodgers QB - GB ,0.00,A. Jeffery WR - CHI ,0.00,I. Crowell RB - CLE ,0.90,-,-,80.00,Kevin,125.72
Adam,2,T. Brady QB - NE ,31.70,A. Foster RB - HOU ,24.50,A. Peterson RB - MIN ,11.00,J. Landry WR - MIA ,20.80,A. Robinson WR - JAC ,15.80,J. Graham TE - SEA ,3.10,M. Bryant WR - PIT ,11.80,C. Catanzaro K - ARI ,8.00,Panthers DEF ,8.00,J. Watt DL - HOU ,10.50,D. Bryant WR - DAL ,0.00,A. Dalton QB - CIN ,0.00,A. Green WR - CIN ,0.00,D. Lewis RB - NE ,0.00,J. Brown WR - ARI ,12.50,B. McManus K - DEN ,0.00,-,-,145.20,Aaron,82.18
Steven,3,R. Tannehill QB - MIA ,27.58,J. Stewart RB - CAR ,12.50,L. Miller RB - MIA ,35.60,C. Johnson WR - DET ,14.60,S. Smith WR - BAL ,7.80,G. Olsen TE - CAR ,7.50,S. Watkins WR - BUF ,0.00,C. Santos K - KC ,11.00,Falcons DEF ,9.00,L. Kuechly LB - CAR ,10.50,C. Clay TE - BUF ,2.60,P. Rivers QB - LAC ,25.44,T. Benjamin WR - CLE ,2.70,G. Bernard RB - CIN ,0.00,E. Lacy RB - GB ,0.00,M. Crosby K - GB ,0.00,-,-,136.08,Oliver,96.90
Oliver,4,D. Brees QB - NO ,11.80,M. Ingram RB - NO ,20.80,L. Bell RB - PIT ,14.70,L. Fitzgerald WR - ARI ,3.90,D. Hopkins WR - HOU ,5.00,Z. Ertz TE - PHI ,6.30,J. Edelman WR - NE ,5.40,S. Gostkowski K - NE ,12.00,Seahawks DEF ,13.00,J. Thomas LB - NYG ,4.00,R. Jennings RB - NYG ,1.90,R. Mathews RB - PHI ,18.10,M. Vick QB - PIT ,0.00,D. Allen TE - IND ,1.00,J. Hill RB - CIN ,0.00,M. Mariota QB - TEN ,0.00,-,-,96.90,Steven,136.08
Aaron,6,B. Bortles QB - JAC ,12.98,L. Murray RB - LV ,14.60,A. Abdullah RB - DET ,4.30,A. Brown WR - PIT ,13.00,O. Beckham WR - NYG ,3.50,G. Barnidge TE - CLE ,11.10,B. Marshall WR - NYJ ,6.70,J. Brown K - NYG ,9.00,Lions DEF ,7.00,--empty--,-,D. Woodhead RB - LAC ,22.10,T. Taylor QB - BUF ,0.00,J. Jones WR - GB ,0.00,D. Martin RB - TB ,17.10,R. Hillman RB - DEN ,0.00,D. Bailey K - DAL ,8.00,L. David LB - TB ,7.50,82.18,Adam,145.20
Kevin,7,A. Luck QB - IND ,24.02,D. Freeman RB - ATL ,13.00,T. Yeldon RB - JAC ,18.40,T. Hilton WR - IND ,27.00,A. Cooper WR - LV ,19.30,J. Witten TE - DAL ,7.30,L. Blount RB - NE ,-0.30,M. Bryant K - ATL ,4.00,Bills DEF ,10.00,C. Tillman DB - CAR ,3.00,M. Crabtree WR - LV ,12.30,M. Stafford QB - DET ,18.74,M. Colston WR - NO ,2.00,P. Manning QB - DEN ,0.00,L. Donnell TE - NYG ,1.80,A. Ellington RB - ARI ,4.90,-,-,125.72,Liam WHYTE,80.00
Todd,1,C. Newton QB - CAR ,13.88,L. McCoy RB - BUF ,12.40,M. Lynch RB - SEA ,18.20,E. Decker WR - NYJ ,10.40,K. Allen WR - LAC ,9.90,A. Gates TE - LAC ,0.00,C. Ivory RB - NYJ ,11.30,S. Hauschka K - SEA ,8.00,Steelers DEF ,2.00,N. Bowman LB - SF ,8.00,E. Sanders WR - DEN ,0.00,R. Cobb WR - GB ,0.00,F. Gore RB - IND ,7.50,R. Wilson QB - SEA ,11.40,T. Kelce TE - KC ,7.30,Broncos DEF ,0.00,-,-,94.08,Liam,89.04
