Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,DP,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Liam,7,C. Kaepernick QB - SF ,15.64,S. Jackson RB - ATL ,11.10,--empty--,-,D. Bryant WR - DAL ,20.60,C. Johnson WR - DET ,5.80,J. Witten TE - DAL ,9.00,R. Cobb WR - GB ,5.80,M. Crosby K - GB ,6.00,Seahawks DEF ,12.00,J. Watt DL - HOU ,6.50,M. Bennett TE - CHI ,3.70,J. Edelman WR - NE ,9.90,J. Jones WR - ATL ,13.80,C. Newton QB - CAR ,0.00,A. Johnson WR - HOU ,3.60,P. Thomas RB - NO ,5.60,J. Tucker K - BAL ,12.00,92.44,Todd,89.06
Liam WHYTE,2,R. Wilson QB - SEA ,19.74,L. McCoy RB - PHI ,19.10,D. Robinson RB - JAC ,5.20,D. Thomas WR - DEN ,26.70,A. Green WR - CIN ,12.10,J. Graham TE - NO ,16.70,J. Matthews WR - PHI ,7.70,C. Parkey K - PHI ,21.00,Chiefs DEF ,3.00,D. Levy LB - DET ,9.50,A. Foster RB - HOU ,0.00,K. Juszczyk RB - BAL ,1.10,T. Mason RB - STL ,8.80,J. Hill RB - CIN ,15.60,-,-,-,-,-,-,140.74,Adam,131.60
Adam,6,D. Brees QB - NO ,28.30,J. Charles RB - KC ,18.20,J. Forsett RB - BAL ,31.00,P. Harvin WR - NYJ ,0.20,S. Watkins WR - BUF ,3.50,A. Gates TE - LAC ,1.40,J. Gordon WR - CLE ,16.00,A. Vinatieri K - IND ,11.00,49ers DEF ,11.00,C. Mosley LB - BAL ,11.00,D. Jackson WR - WAS ,3.90,G. Olsen TE - CAR ,0.00,T. Brady QB - NE ,19.96,M. Wallace WR - MIA ,9.50,A. Ellington RB - ARI ,6.30,J. Reed TE - WAS ,0.00,-,-,131.60,Liam WHYTE,140.74
Steven,8,J. Cutler QB - CHI ,7.20,M. Forte RB - CHI ,23.20,A. Morris RB - WAS ,19.00,J. Maclin WR - PHI ,6.90,B. Marshall WR - CHI ,3.20,G. Escobar TE - DAL ,0.00,D. Hopkins WR - HOU ,3.90,C. Sturgis K - MIA ,4.00,Dolphins DEF ,-1.00,C. Wake DL - MIA ,3.00,E. Sanders WR - DEN ,14.80,C. Clay TE - MIA ,0.00,P. Rivers QB - LAC ,13.54,R. Tannehill QB - MIA ,27.62,B. Rainey RB - TB ,3.10,K. Allen WR - LAC ,13.40,-,-,69.40,Oliver,86.06
Oliver,3,A. Rodgers QB - GB ,19.76,R. Jennings RB - NYG ,12.00,G. Bernard RB - CIN ,6.70,G. Tate WR - DET ,11.00,L. Fitzgerald WR - ARI ,0.00,R. Gronkowski TE - NE ,7.80,M. Crabtree WR - SF ,5.80,S. Gostkowski K - NE ,10.00,Patriots DEF ,8.00,M. Adams DB - IND ,5.00,J. Flacco QB - BAL ,13.92,R. Bush RB - DET ,0.00,T. Richardson RB - IND ,10.20,T. Kelce TE - KC ,6.70,A. Williams RB - NYG ,10.70,L. Kuechly LB - CAR ,0.00,-,-,86.06,Steven,69.40
Aaron,5,P. Manning QB - DEN ,28.08,D. Sproles RB - PHI ,9.90,C. Anderson RB - DEN ,25.50,B. LaFell WR - NE ,9.80,M. Evans WR - TB ,11.70,C. Fleener TE - IND ,2.80,J. Brown WR - ARI ,6.10,D. Bailey K - DAL ,8.00,Eagles DEF ,17.00,B. Marshall LB - DEN ,5.50,D. Walker TE - TEN ,15.50,R. White WR - ATL ,9.60,A. Brown WR - PIT ,0.00,M. Sanu WR - CIN ,10.90,L. Bell RB - PIT ,0.00,A. Smith LB - SF ,7.00,-,-,124.38,Kevin,82.12
Kevin,4,A. Luck QB - IND ,17.02,M. Ingram RB - NO ,4.20,T. West RB - CLE ,7.10,R. Wayne WR - IND ,1.00,T. Hilton WR - IND ,19.70,V. Davis TE - SF ,3.10,S. Vereen RB - NE ,6.00,M. Prater K - DET ,9.00,Cardinals DEF ,8.00,C. Borland LB - SF ,7.00,M. Ryan QB - ATL ,15.52,R. Mathews RB - LAC ,17.30,J. Thomas TE - DEN ,0.00,C. Ivory RB - NYJ ,3.80,L. Miller RB - MIA ,8.70,K. Benjamin WR - CAR ,0.00,-,-,82.12,Aaron,124.38
Todd,1,M. Stafford QB - DET ,10.36,D. Murray RB - DAL ,14.30,M. Lynch RB - SEA ,8.20,J. Nelson WR - GB ,8.80,A. Jeffery WR - CHI ,8.20,L. Donnell TE - NYG ,2.40,E. Lacy RB - GB ,25.80,B. McManus K - DEN ,7.00,Lions DEF ,1.00,J. Collins LB - NE ,3.00,S. Smith WR - BAL ,14.90,B. Roethlisberger QB - PIT ,0.00,F. Gore RB - SF ,1.60,A. Peterson RB - MIN ,0.00,M. Floyd WR - ARI ,0.00,L. David LB - TB ,0.00,-,-,89.06,Liam,92.44
